condition,gold,idx,mean_logprob,num_answer_tokens,position_count,positions,sum_logprob,task,token_logprobs
cache_random_prompt_01,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[82, 2024]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_random_prompt_01,Peterson,859257_1993.txt_ceo_lastname_146,-4.5497355461120605,2,2,"[82, 2024]",-9.099471092224121,ceo_lastname,"[-9.051644325256348, -0.04782712459564209]"
cache_random_prompt_02,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[2064, 2679]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_random_prompt_02,Peterson,859257_1993.txt_ceo_lastname_146,-4.550475120544434,2,2,"[2064, 2679]",-9.100950241088867,ceo_lastname,"[-9.052495956420898, -0.04845457151532173]"
cache_random_prompt_03,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[1353, 2599]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_random_prompt_03,Peterson,859257_1993.txt_ceo_lastname_146,-4.541096210479736,2,2,"[1353, 2599]",-9.082192420959473,ceo_lastname,"[-9.033563613891602, -0.048629116266965866]"
cache_random_prompt_04,Peterson,859257_1993.txt_ceo_lastname_146,-0.012589940801262856,2,2,"[2892, 3307]",-0.02517988160252571,ceo_lastname,"[-0.025170940905809402, -8.940656698541716e-06]"
patch_random_prompt_04,Peterson,859257_1993.txt_ceo_lastname_146,-4.557055950164795,2,2,"[2892, 3307]",-9.11411190032959,ceo_lastname,"[-9.065842628479004, -0.04826943576335907]"
clean,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[7062, 7063]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
qr_ablate,86168,66740_1993.txt_employees_count_total_197,-7.803508281707764,2,0,[],-15.607016563415527,employees_count_total,"[-8.752904891967773, -6.854111671447754]"
cache_answer,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[7062, 7063]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_answer,86168,66740_1993.txt_employees_count_total_197,-3.6875641345977783,2,2,"[7062, 7063]",-7.375128269195557,employees_count_total,"[-7.220691680908203, -0.15443649888038635]"
cache_query,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[7046, 7047]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_query,86168,66740_1993.txt_employees_count_total_197,-3.8499977588653564,2,2,"[7046, 7047]",-7.699995517730713,employees_count_total,"[-6.576593399047852, -1.1234022378921509]"
cache_early_prompt,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[0, 1]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_early_prompt,86168,66740_1993.txt_employees_count_total_197,-7.803302764892578,2,2,"[0, 1]",-15.606605529785156,employees_count_total,"[-8.76418399810791, -6.842421531677246]"
cache_random_prompt_00,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[2269, 5894]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_random_prompt_00,86168,66740_1993.txt_employees_count_total_197,-7.800364017486572,2,2,"[2269, 5894]",-15.600728034973145,employees_count_total,"[-8.752089500427246, -6.848638534545898]"
cache_random_prompt_01,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[754, 3712]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_random_prompt_01,86168,66740_1993.txt_employees_count_total_197,-7.805355072021484,2,2,"[754, 3712]",-15.610710144042969,employees_count_total,"[-8.76319408416748, -6.847516059875488]"
cache_random_prompt_02,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[2355, 5711]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_random_prompt_02,86168,66740_1993.txt_employees_count_total_197,-7.801077842712402,2,2,"[2355, 5711]",-15.602155685424805,employees_count_total,"[-8.761665344238281, -6.840490818023682]"
cache_random_prompt_03,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[1327, 2742]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_random_prompt_03,86168,66740_1993.txt_employees_count_total_197,-7.800047397613525,2,2,"[1327, 2742]",-15.60009479522705,employees_count_total,"[-8.753962516784668, -6.846132278442383]"
cache_random_prompt_04,86168,66740_1993.txt_employees_count_total_197,-5.400080680847168,2,2,"[527, 5614]",-10.800161361694336,employees_count_total,"[-10.7988862991333, -0.0012753218179568648]"
patch_random_prompt_04,86168,66740_1993.txt_employees_count_total_197,-7.813417911529541,2,2,"[527, 5614]",-15.626835823059082,employees_count_total,"[-8.772384643554688, -6.8544511795043945]"
clean,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[7078, 7079]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
qr_ablate,60400,10456_1993.txt_employees_count_total_98,-6.48478364944458,2,0,[],-12.96956729888916,employees_count_total,"[-10.159939765930176, -2.8096275329589844]"
cache_answer,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[7078, 7079]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_answer,60400,10456_1993.txt_employees_count_total_98,-4.288246154785156,2,2,"[7078, 7079]",-8.576492309570312,employees_count_total,"[-8.190805435180664, -0.3856872618198395]"
cache_query,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[7062, 7063]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_query,60400,10456_1993.txt_employees_count_total_98,-4.136157035827637,2,2,"[7062, 7063]",-8.272314071655273,employees_count_total,"[-6.958158016204834, -1.3141562938690186]"
cache_early_prompt,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[0, 1]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_early_prompt,60400,10456_1993.txt_employees_count_total_98,-6.483026504516602,2,2,"[0, 1]",-12.966053009033203,employees_count_total,"[-10.170504570007324, -2.795548439025879]"
cache_random_prompt_00,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[2300, 2709]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_random_prompt_00,60400,10456_1993.txt_employees_count_total_98,-6.492246627807617,2,2,"[2300, 2709]",-12.984493255615234,employees_count_total,"[-10.168221473693848, -2.8162715435028076]"
cache_random_prompt_01,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[248, 1872]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_random_prompt_01,60400,10456_1993.txt_employees_count_total_98,-6.488107681274414,2,2,"[248, 1872]",-12.976215362548828,employees_count_total,"[-10.165687561035156, -2.8105273246765137]"
cache_random_prompt_02,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[235, 4688]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_random_prompt_02,60400,10456_1993.txt_employees_count_total_98,-6.487391471862793,2,2,"[235, 4688]",-12.974782943725586,employees_count_total,"[-10.158964157104492, -2.8158187866210938]"
cache_random_prompt_03,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[6234, 6445]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_random_prompt_03,60400,10456_1993.txt_employees_count_total_98,-6.482778549194336,2,2,"[6234, 6445]",-12.965557098388672,employees_count_total,"[-10.155448913574219, -2.8101086616516113]"
cache_random_prompt_04,60400,10456_1993.txt_employees_count_total_98,-5.765077114105225,2,2,"[2296, 6729]",-11.53015422821045,employees_count_total,"[-11.529783248901367, -0.00037055302527733147]"
patch_random_prompt_04,60400,10456_1993.txt_employees_count_total_98,-6.489048004150391,2,2,"[2296, 6729]",-12.978096008300781,employees_count_total,"[-10.161158561706543, -2.81693696975708]"
clean,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[7066, 7067]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
qr_ablate,4151,745287_1993.txt_employees_count_total_38,-4.414342880249023,2,0,[],-8.828685760498047,employees_count_total,"[-8.807174682617188, -0.021510982885956764]"
cache_answer,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[7066, 7067]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_answer,4151,745287_1993.txt_employees_count_total_38,-4.462179660797119,2,2,"[7066, 7067]",-8.924359321594238,employees_count_total,"[-8.923463821411133, -0.0008956949459388852]"
cache_query,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[7050, 7051]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_query,4151,745287_1993.txt_employees_count_total_38,-4.161611557006836,2,2,"[7050, 7051]",-8.323223114013672,employees_count_total,"[-8.32125473022461, -0.001968114636838436]"
cache_early_prompt,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[0, 1]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_early_prompt,4151,745287_1993.txt_employees_count_total_38,-4.421525001525879,2,2,"[0, 1]",-8.843050003051758,employees_count_total,"[-8.820720672607422, -0.022329222410917282]"
cache_random_prompt_00,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[3973, 5829]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_random_prompt_00,4151,745287_1993.txt_employees_count_total_38,-4.414139270782471,2,2,"[3973, 5829]",-8.828278541564941,employees_count_total,"[-8.806449890136719, -0.02182828262448311]"
cache_random_prompt_01,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[2311, 5951]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_random_prompt_01,4151,745287_1993.txt_employees_count_total_38,-4.417348384857178,2,2,"[2311, 5951]",-8.834696769714355,employees_count_total,"[-8.81301212310791, -0.0216850433498621]"
cache_random_prompt_02,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[1204, 1323]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_random_prompt_02,4151,745287_1993.txt_employees_count_total_38,-4.4138383865356445,2,2,"[1204, 1323]",-8.827676773071289,employees_count_total,"[-8.806163787841797, -0.02151261642575264]"
cache_random_prompt_03,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[6254, 6841]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_random_prompt_03,4151,745287_1993.txt_employees_count_total_38,-4.413809299468994,2,2,"[6254, 6841]",-8.827618598937988,employees_count_total,"[-8.805818557739258, -0.021800173446536064]"
cache_random_prompt_04,4151,745287_1993.txt_employees_count_total_38,-4.040112018585205,2,2,"[5380, 5751]",-8.08022403717041,employees_count_total,"[-8.080177307128906, -4.6967357775429264e-05]"
patch_random_prompt_04,4151,745287_1993.txt_employees_count_total_38,-4.417690753936768,2,2,"[5380, 5751]",-8.835381507873535,employees_count_total,"[-8.813577651977539, -0.021803438663482666]"
clean,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[7079, 7080]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
qr_ablate,11500,36326_1993.txt_employees_count_total_141,-4.750899791717529,2,0,[],-9.501799583435059,employees_count_total,"[-7.609447956085205, -1.8923518657684326]"
cache_answer,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[7079, 7080]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_answer,11500,36326_1993.txt_employees_count_total_141,-3.755959987640381,2,2,"[7079, 7080]",-7.511919975280762,employees_count_total,"[-7.283859729766846, -0.22806012630462646]"
cache_query,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[7063, 7064]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_query,11500,36326_1993.txt_employees_count_total_141,-2.3267245292663574,2,2,"[7063, 7064]",-4.653449058532715,employees_count_total,"[-4.552844047546387, -0.10060509294271469]"
cache_early_prompt,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[0, 1]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_early_prompt,11500,36326_1993.txt_employees_count_total_141,-4.74498987197876,2,2,"[0, 1]",-9.48997974395752,employees_count_total,"[-7.61191463470459, -1.8780651092529297]"
cache_random_prompt_00,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[3136, 5747]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_random_prompt_00,11500,36326_1993.txt_employees_count_total_141,-4.745960235595703,2,2,"[3136, 5747]",-9.491920471191406,employees_count_total,"[-7.601317882537842, -1.8906021118164062]"
cache_random_prompt_01,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[1488, 3850]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_random_prompt_01,11500,36326_1993.txt_employees_count_total_141,-4.739588737487793,2,2,"[1488, 3850]",-9.479177474975586,employees_count_total,"[-7.60115385055542, -1.8780231475830078]"
cache_random_prompt_02,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[677, 4569]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_random_prompt_02,11500,36326_1993.txt_employees_count_total_141,-4.74240779876709,2,2,"[677, 4569]",-9.48481559753418,employees_count_total,"[-7.605550765991211, -1.8792643547058105]"
cache_random_prompt_03,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[975, 2617]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_random_prompt_03,11500,36326_1993.txt_employees_count_total_141,-4.7490410804748535,2,2,"[975, 2617]",-9.498082160949707,employees_count_total,"[-7.6048903465271, -1.8931915760040283]"
cache_random_prompt_04,11500,36326_1993.txt_employees_count_total_141,-4.863256454467773,2,2,"[887, 3801]",-9.726512908935547,employees_count_total,"[-9.726003646850586, -0.0005097282119095325]"
patch_random_prompt_04,11500,36326_1993.txt_employees_count_total_141,-4.739110469818115,2,2,"[887, 3801]",-9.47822093963623,employees_count_total,"[-7.597484111785889, -1.8807364702224731]"
clean,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[7075, 7076]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
qr_ablate,76200,732714_1993.txt_employees_count_total_169,-5.410017013549805,2,0,[],-10.82003402709961,employees_count_total,"[-10.374265670776367, -0.44576847553253174]"
cache_answer,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[7075, 7076]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_answer,76200,732714_1993.txt_employees_count_total_169,-4.558679580688477,2,2,"[7075, 7076]",-9.117359161376953,employees_count_total,"[-9.110359191894531, -0.006999851204454899]"
cache_query,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[7059, 7060]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_query,76200,732714_1993.txt_employees_count_total_169,-4.217586517333984,2,2,"[7059, 7060]",-8.435173034667969,employees_count_total,"[-8.199809074401855, -0.23536401987075806]"
cache_early_prompt,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[0, 1]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_early_prompt,76200,732714_1993.txt_employees_count_total_169,-5.407334804534912,2,2,"[0, 1]",-10.814669609069824,employees_count_total,"[-10.367923736572266, -0.4467461407184601]"
cache_random_prompt_00,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[5768, 6119]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_random_prompt_00,76200,732714_1993.txt_employees_count_total_169,-5.409782886505127,2,2,"[5768, 6119]",-10.819565773010254,employees_count_total,"[-10.373344421386719, -0.4462214708328247]"
cache_random_prompt_01,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[73, 428]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_random_prompt_01,76200,732714_1993.txt_employees_count_total_169,-5.411997318267822,2,2,"[73, 428]",-10.823994636535645,employees_count_total,"[-10.372069358825684, -0.4519256353378296]"
cache_random_prompt_02,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[2566, 6302]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_random_prompt_02,76200,732714_1993.txt_employees_count_total_169,-5.411548137664795,2,2,"[2566, 6302]",-10.82309627532959,employees_count_total,"[-10.372108459472656, -0.45098793506622314]"
cache_random_prompt_03,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[810, 2034]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_random_prompt_03,76200,732714_1993.txt_employees_count_total_169,-5.4123854637146,2,2,"[810, 2034]",-10.8247709274292,employees_count_total,"[-10.372200012207031, -0.4525708556175232]"
cache_random_prompt_04,76200,732714_1993.txt_employees_count_total_169,-5.419198513031006,2,2,"[1008, 4677]",-10.838397026062012,employees_count_total,"[-10.838052749633789, -0.00034421717282384634]"
patch_random_prompt_04,76200,732714_1993.txt_employees_count_total_169,-5.414287567138672,2,2,"[1008, 4677]",-10.828575134277344,employees_count_total,"[-10.381484031677246, -0.4470912218093872]"
clean,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[7067, 7068]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
qr_ablate,1741,71180_1993.txt_employees_count_total_214,-4.761582851409912,2,0,[],-9.523165702819824,employees_count_total,"[-9.425893783569336, -0.09727197885513306]"
cache_answer,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[7067, 7068]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_answer,1741,71180_1993.txt_employees_count_total_214,-4.644045352935791,2,2,"[7067, 7068]",-9.288090705871582,employees_count_total,"[-9.280954360961914, -0.007136686705052853]"
cache_query,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[7051, 7052]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_query,1741,71180_1993.txt_employees_count_total_214,-3.5308785438537598,2,2,"[7051, 7052]",-7.0617570877075195,employees_count_total,"[-7.0466718673706055, -0.015085304155945778]"
cache_early_prompt,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[0, 1]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_early_prompt,1741,71180_1993.txt_employees_count_total_214,-4.760959148406982,2,2,"[0, 1]",-9.521918296813965,employees_count_total,"[-9.417691230773926, -0.10422663390636444]"
cache_random_prompt_00,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[5226, 6109]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_random_prompt_00,1741,71180_1993.txt_employees_count_total_214,-4.764323711395264,2,2,"[5226, 6109]",-9.528647422790527,employees_count_total,"[-9.430651664733887, -0.09799551963806152]"
cache_random_prompt_01,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[5718, 6026]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_random_prompt_01,1741,71180_1993.txt_employees_count_total_214,-4.758066177368164,2,2,"[5718, 6026]",-9.516132354736328,employees_count_total,"[-9.420193672180176, -0.0959387794137001]"
cache_random_prompt_02,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[1507, 2605]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_random_prompt_02,1741,71180_1993.txt_employees_count_total_214,-4.762383937835693,2,2,"[1507, 2605]",-9.524767875671387,employees_count_total,"[-9.427732467651367, -0.09703529626131058]"
cache_random_prompt_03,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[647, 4249]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_random_prompt_03,1741,71180_1993.txt_employees_count_total_214,-4.763186931610107,2,2,"[647, 4249]",-9.526373863220215,employees_count_total,"[-9.432217597961426, -0.09415624290704727]"
cache_random_prompt_04,1741,71180_1993.txt_employees_count_total_214,-2.521683692932129,2,2,"[5947, 6694]",-5.043367385864258,employees_count_total,"[-5.043318271636963, -4.8993817472364753e-05]"
patch_random_prompt_04,1741,71180_1993.txt_employees_count_total_214,-4.766855239868164,2,2,"[5947, 6694]",-9.533710479736328,employees_count_total,"[-9.435115814208984, -0.09859476238489151]"
clean,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[7054, 7055]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
qr_ablate,5300,34501_1993.txt_employees_count_total_219,-4.152063369750977,2,0,[],-8.304126739501953,employees_count_total,"[-8.197371482849121, -0.1067550927400589]"
cache_answer,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[7054, 7055]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_answer,5300,34501_1993.txt_employees_count_total_219,-3.973619222640991,2,2,"[7054, 7055]",-7.947238445281982,employees_count_total,"[-7.928707122802734, -0.018531404435634613]"
cache_query,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[7038, 7039]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_query,5300,34501_1993.txt_employees_count_total_219,-2.4553475379943848,2,2,"[7038, 7039]",-4.9106950759887695,employees_count_total,"[-4.891522407531738, -0.019172588363289833]"
cache_early_prompt,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[0, 1]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_early_prompt,5300,34501_1993.txt_employees_count_total_219,-4.151553153991699,2,2,"[0, 1]",-8.303106307983398,employees_count_total,"[-8.190725326538086, -0.1123807355761528]"
cache_random_prompt_00,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[3261, 5483]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_random_prompt_00,5300,34501_1993.txt_employees_count_total_219,-4.145845890045166,2,2,"[3261, 5483]",-8.291691780090332,employees_count_total,"[-8.184659957885742, -0.10703211277723312]"
cache_random_prompt_01,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[3260, 4411]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_random_prompt_01,5300,34501_1993.txt_employees_count_total_219,-4.14808464050293,2,2,"[3260, 4411]",-8.29616928100586,employees_count_total,"[-8.188896179199219, -0.10727286338806152]"
cache_random_prompt_02,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[3836, 4254]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_random_prompt_02,5300,34501_1993.txt_employees_count_total_219,-4.147524833679199,2,2,"[3836, 4254]",-8.295049667358398,employees_count_total,"[-8.187763214111328, -0.10728635638952255]"
cache_random_prompt_03,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[3401, 5950]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_random_prompt_03,5300,34501_1993.txt_employees_count_total_219,-4.149075984954834,2,2,"[3401, 5950]",-8.298151969909668,employees_count_total,"[-8.19222354888916, -0.10592817515134811]"
cache_random_prompt_04,5300,34501_1993.txt_employees_count_total_219,-3.7876551151275635,2,2,"[737, 1608]",-7.575310230255127,employees_count_total,"[-7.574923038482666, -0.0003871168300975114]"
patch_random_prompt_04,5300,34501_1993.txt_employees_count_total_219,-4.147427558898926,2,2,"[737, 1608]",-8.294855117797852,employees_count_total,"[-8.188013076782227, -0.10684186965227127]"
clean,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[7050, 7051]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
qr_ablate,4200,277821_1993.txt_employees_count_total_156,-4.5562520027160645,2,0,[],-9.112504005432129,employees_count_total,"[-9.058749198913574, -0.053755272179841995]"
cache_answer,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[7050, 7051]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_answer,4200,277821_1993.txt_employees_count_total_156,-3.8224523067474365,2,2,"[7050, 7051]",-7.644904613494873,employees_count_total,"[-7.630636692047119, -0.014268048107624054]"
cache_query,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[7034, 7035]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_query,4200,277821_1993.txt_employees_count_total_156,-1.9028685092926025,2,2,"[7034, 7035]",-3.805737018585205,employees_count_total,"[-3.7975521087646484, -0.008184820413589478]"
cache_early_prompt,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[0, 1]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_early_prompt,4200,277821_1993.txt_employees_count_total_156,-4.565728664398193,2,2,"[0, 1]",-9.131457328796387,employees_count_total,"[-9.07459545135498, -0.05686164274811745]"
cache_random_prompt_00,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[6002, 6998]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_random_prompt_00,4200,277821_1993.txt_employees_count_total_156,-4.560823440551758,2,2,"[6002, 6998]",-9.121646881103516,employees_count_total,"[-9.067550659179688, -0.054096270352602005]"
cache_random_prompt_01,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[2431, 4115]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_random_prompt_01,4200,277821_1993.txt_employees_count_total_156,-4.5602803230285645,2,2,"[2431, 4115]",-9.120560646057129,employees_count_total,"[-9.067161560058594, -0.05339878425002098]"
cache_random_prompt_02,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[2290, 6269]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_random_prompt_02,4200,277821_1993.txt_employees_count_total_156,-4.563981056213379,2,2,"[2290, 6269]",-9.127962112426758,employees_count_total,"[-9.073810577392578, -0.05415137857198715]"
cache_random_prompt_03,4200,277821_1993.txt_employees_count_total_156,-3.3897738456726074,2,2,"[4401, 6642]",-6.779547691345215,employees_count_total,"[-6.779158592224121, -0.00038890427094884217]"
patch_random_prompt_03,4200,277821_1993.txt_employees_count_total_156,-4.560605525970459,2,2,"[4401, 6642]",-9.121211051940918,employees_count_total,"[-9.067139625549316, -0.054071877151727676]"
